Date,S&P,AAPL,MSFT,AMZN,FB,TSLA,GOOG-A,GOOG-C,BRK-B,JNJ,JPM,V,NVDA,UNH,NFLX,PG,DIS,HD,PYPL,MA,BAC,VZ,INTC,ADBE,CMCSA,CRM,T,MRK,TMO,PFE,WMT,MDY,IWM,TLT
1/25/2016,1877.079956,24.860001,51.790001,596.530029,97.010002,39.276001,733.619995,711.669983,124.129997,96.400002,55.66,71.739998,28.42,113.379997,99.120003,76.849998,95.290001,121.709999,31.469999,86.769997,12.96,47.029999,29.6,86.769997,27.105,69.919998,35,50.919998,134.729996,28.937382,63.450001,229.479996,99.120003,126.019997
1/26/2016,1903.630005,24.997499,52.169998,601.25,97.339996,38.712002,733.789978,713.039978,125.889999,101.18,57.080002,71.879997,28.700001,113.959999,97.830002,78.809998,96.269997,122.199997,31.969999,87,13.31,48.25,29.940001,86.889999,27.42,69.870003,35.400002,51.450001,134.100006,29.098671,64,234.619995,101.099998,126.080002
1/27/2016,1882.949951,23.355,51.220001,583.349976,94.449997,37.613998,717.580017,699.98999,125.190002,102.160004,57.040001,70.910004,28.360001,112.330002,91.150002,78.800003,94.32,121.57,31.59,84.809998,13.36,49.029999,29.809999,84.849998,27.059999,67.43,35.48,50.369999,135.830002,28.956356,63.950001,232.25,99.709999,126.050003
1/28/2016,1893.359985,23.522499,52.060001,635.349976,109.110001,37.939999,748.299988,730.960022,126.010002,102.269997,57.279999,69.330002,28.049999,111.379997,94.410004,79.82,93.529999,122.279999,34.240002,83.43,13.53,49.009998,29.969999,84.519997,27.055,65.690002,35.529999,49.200001,128.169998,28.652752,64.220001,232.339996,99.690002,126.230003
1/29/2016,1940.23999,24.334999,55.09,587,112.209999,38.240002,761.349976,742.950012,129.770004,104.440002,59.5,74.489998,29.290001,115.160004,91.839996,81.690002,95.82,125.760002,36.139999,89.029999,14.14,49.970001,31.02,89.129997,27.855,68.059998,36.060001,50.669998,132.059998,28.927895,66.360001,239.970001,102.959999,127.300003
2/1/2016,1939.380005,24.1075,54.709999,574.809998,115.089996,39.388,770.77002,752,128.660004,104.370003,58.860001,74.379997,29.299999,115.889999,94.089996,81.120003,95.150002,126.510002,37.080002,88.629997,13.96,50.759998,30.82,89.610001,27.905001,68.440002,36.18,50.75,130.690002,28.624289,67.5,239.610001,102.489998,126.669998
2/2/2016,1903.030029,23.620001,53,552.099976,114.610001,36.556,780.909973,764.650024,125.699997,103.410004,57.029999,73.400002,28.059999,113.879997,91.489998,80.220001,93.120003,125.269997,36.830002,85.93,13.23,49.91,29.799999,87.949997,27.295,64.519997,36.060001,50.41,126.889999,28.595825,66.860001,234.509995,100.279999,129.020004
2/3/2016,1912.530029,24.0875,52.16,531.070007,112.690002,34.695999,749.380005,726.950012,126.239998,104.139999,57.41,74.379997,28.200001,112.75,90.739998,81.099998,95.139999,123.790001,37.009998,86.470001,13.03,50.619999,29.34,87.989998,28.92,65.339996,36.720001,50.049999,126.050003,28.149904,66.269997,236.139999,100.410004,127.949997
2/4/2016,1915.449951,24.15,52,536.26001,110.489998,35.066002,730.030029,708.01001,127.440002,103.900002,58.400002,73.68,28.209999,114.199997,89.709999,80.699997,95.43,121.110001,37.169998,86.330002,13.25,50.43,29.77,86.360001,29.105,67.199997,36.529999,48.59,127.800003,27.514231,66.419998,237.889999,100.800003,128.570007
2/5/2016,1880.050049,23.504999,50.16,502.130005,104.07,32.52,703.76001,683.570007,126.559998,100.540001,57.75,71.540001,26.43,111.720001,82.790001,81.199997,93.900002,116.43,35.07,82.760002,12.95,50.970001,29.040001,79.199997,29.705,58.509998,36.880001,49.380001,123.18,27.542694,67,232.830002,98.040001,128.720001
2/8/2016,1853.439941,23.752501,49.41,488.100006,99.75,29.598,704.159973,682.73999,126.779999,102,56.540001,67.769997,25.219999,110.019997,83.32,82.620003,92.120003,111.849998,33.610001,80.650002,12.27,50.740002,28.82,74.940002,29.700001,54.049999,37.110001,48.830002,121.940002,27.096775,66.900002,228.850006,96.43,131.490005
2/9/2016,1852.209961,23.747499,49.279999,482.070007,99.540001,29.65,701.02002,678.109985,127.720001,101.970001,56.200001,68.330002,25.49,111.160004,86.129997,82.639999,92.32,113.860001,32.700001,81.970001,12.2,50.150002,28.809999,73.849998,29.105,57.330002,36.650002,49.16,124.449997,27.609108,65.809998,228.220001,95.779999,131.630005
2/10/2016,1851.859985,23.567499,49.709999,490.480011,101,28.733999,706.849976,684.119995,126.580002,101.730003,55.52,70.150002,25.43,112.739998,88.449997,81.620003,88.849998,114.330002,32.900002,83.309998,11.98,49.98,28.23,75.529999,27.905001,58.759998,36.43,49.529999,125.459999,27.979128,65.790001,228.759995,95.830002,132.789993
2/11/2016,1829.079956,23.424999,49.689999,503.820007,101.910004,30.094,706.359985,683.109985,125.089996,101.699997,53.07,68.470001,25.299999,110.620003,86.349998,79.900002,90.309998,113.269997,33.52,82.110001,11.16,49.389999,28.219999,74.940002,28.02,59.240002,36.209999,48.849998,123.300003,27.637571,65.32,225.580002,94.790001,133.720001
2/12/2016,1864.780029,23.497499,50.5,507.079987,102.010002,30.208,706.890015,682.400024,128.070007,101.82,57.490002,70.419998,25.73,111.82,87.400002,80.989998,91.150002,116.32,34.299999,84.889999,11.95,50.110001,28.639999,76.669998,28.389999,59.68,36.470001,49.029999,126.480003,27.855787,66.18,229.740005,96.589996,131.5
2/16/2016,1895.579956,24.16,51.09,521.099976,101.610001,31.034,717.640015,691,128.559998,102.32,58.349998,71.099998,26.99,115.150002,89.050003,81.470001,92.910004,119.43,35.459999,86.18,12.25,50.240002,28.780001,78.879997,28.74,59.720001,36.650002,49.779999,127.419998,28.282732,65.900002,234.669998,98.879997,130.110001
2/17/2016,1926.819946,24.530001,52.419998,534.099976,105.199997,33.736,731.969971,708.400024,130.259995,102.5,58.77,72.029999,27.66,118.300003,94.760002,82.449997,95.5,121.209999,36.360001,87.209999,12.56,50.32,29.469999,81.849998,28.85,63.490002,36.639999,50.599998,130.699997,28.111954,66.110001,238.360001,100.43,129.309998
2/18/2016,1917.829956,24.065001,52.189999,525,103.470001,33.354,717.51001,697.349976,130.860001,104.239998,57.810001,71.239998,30.040001,117.449997,90.489998,81.980003,95.169998,119.970001,36.310001,86.040001,12.24,50.939999,29.42,80.529999,28.66,61.700001,36.990002,50.32,129.690002,28.036053,64.120003,237.779999,99.949997,130.899994
2/19/2016,1917.780029,24.01,51.82,534.900024,104.57,33.316002,722.109985,700.909973,131.050003,104.160004,57.82,71.529999,30.440001,117.68,89.230003,81.790001,95.010002,121.690002,35.759998,86.790001,12.13,50.860001,28.709999,80.870003,28.879999,62.139999,36.57,50.119999,130.160004,27.979128,64.660004,237.899994,100.449997,131.009995
2/22/2016,1945.5,24.219999,52.650002,559.5,107.160004,35.548,729.049988,706.460022,131.990005,104.75,58.57,73.059998,31.52,121.269997,91.93,82.129997,96.370003,122.849998,36,87.82,12.54,51.07,29.35,83.800003,29.075001,63.98,36.860001,50.77,131.440002,28.510437,65.629997,240.929993,101.57,130.940002
2/23/2016,1921.27002,23.672501,51.18,552.940002,105.459999,35.442001,717.289978,695.849976,130.740005,104.080002,56.119999,72.150002,31.6,121.150002,89.120003,81.809998,95.379997,124.529999,35.48,86.209999,12.16,50.630001,28.799999,83.07,28.77,62.900002,36.740002,50.540001,129.740005,28.425047,66.480003,238.800003,100.639999,131.470001
2/24/2016,1929.800049,24.025,51.360001,554.039978,106.879997,35.799999,720.900024,699.559998,131.029999,104.959999,56.139999,71.849998,31.82,120.199997,91.610001,81.559998,95.43,125.610001,36.470001,86.419998,12.13,50.82,29.190001,83.419998,29.200001,62.52,37.099998,50.560001,129.770004,28.481974,67.120003,240.279999,101.610001,131.210007
2/25/2016,1951.699951,24.190001,52.099998,555.150024,108.07,37.486,729.119995,705.75,132.309998,106.379997,57.009998,73.269997,31.889999,121.199997,94.529999,82.339996,95.650002,126.860001,36.740002,87.419998,12.32,51.110001,29.620001,86.68,29.264999,69.419998,37.369999,51,130.570007,29.02277,68.040001,243.029999,102.540001,131.679993
2/26/2016,1948.050049,24.227501,51.299999,555.22998,107.919998,38.068001,724.859985,705.070007,131.919998,105.779999,57.540001,72.730003,31.68,121.330002,94.790001,81.099998,95.309998,126.260002,37.490002,87.57,12.7,51.02,29.799999,86.599998,28.955,69.720001,37.130001,50.639999,130.710007,28.681215,66.510002,244.179993,103.190002,130.410004
2/29/2016,1932.22998,24.172501,50.880001,552.52002,106.919998,38.386002,717.219971,697.77002,134.169998,105.209999,56.299999,72.389999,31.360001,119.099998,93.410004,80.290001,95.519997,124.120003,38.139999,86.919998,12.52,50.73,29.59,85.150002,28.865,67.75,36.950001,50.209999,129.190002,28.149904,66.339996,242.940002,102.730003,130.979996
3/1/2016,1978.349976,25.1325,52.580002,579.039978,109.82,37.27,742.169983,718.809998,136.940002,107.220001,59.200001,74.639999,32.75,121.669998,98.300003,81.230003,97.650002,125.699997,39.25,90.099998,13.19,51.459999,30.370001,88.370003,29.610001,70.019997,37.389999,51.75,135.279999,28.500948,66.459999,248.5,104.940002,128.429993
3/2/2016,1986.449951,25.1875,52.950001,580.210022,109.949997,37.667999,739.47998,718.849976,136.729996,107.040001,59.759998,74.300003,32.939999,121.269997,97.610001,82.550003,97,125.589996,39.16,89.889999,13.41,52.119999,30.540001,88.389999,29.684999,70.43,37.689999,52.27,138.119995,28.444023,66.209999,250.660004,106.019997,128.960007
3/3/2016,1993.400024,25.375,52.349998,577.48999,109.580002,39.147999,731.590027,712.419983,136.839996,106.650002,59.959999,73.910004,32.650002,121.82,97.93,82.839996,98.82,126.800003,39.02,89.739998,13.5,51.889999,30.58,87.209999,29.959999,70.800003,37.990002,52.099998,138.669998,28.358633,66.139999,253.339996,107.129997,129.429993
3/4/2016,1999.98999,25.752501,52.029999,575.140015,108.389999,40.208,730.219971,710.890015,137.970001,106.5,60.049999,73.900002,32.549999,121.800003,101.580002,83.489998,98.480003,125.559998,39.040001,90.050003,13.54,51.810001,30.629999,86.18,29.870001,71.059998,37.93,52.080002,140.300003,28.187857,66.779999,255.089996,107.720001,128.600006
3/7/2016,2001.76001,25.467501,51.029999,562.799988,105.730003,41.057999,712.799988,695.159973,138.720001,106.739998,59.939999,71.940002,32.34,121.760002,95.489998,83.099998,99.389999,126.169998,38.98,88.300003,13.53,52.209999,30.940001,85.110001,29.48,70.489998,38.130001,52.639999,141.550003,28.263758,67.889999,256.269989,108.889999,128.559998
3/8/2016,1979.26001,25.2575,51.650002,560.26001,105.93,40.52,713.530029,693.969971,137.800003,106.220001,58.779999,70.620003,31.75,121.660004,96.230003,83.059998,97.82,126.720001,38.16,86.849998,13.06,52.459999,30.559999,84.349998,29.145,69.82,38.09,52.450001,139.080002,27.855787,68.040001,251.339996,106.260002,129.979996
3/9/2016,1989.26001,25.280001,52.84,559.469971,107.510002,41.743999,725.409973,705.23999,139.130005,106.839996,59.119999,70.68,31.73,121.099998,98,82.959999,97.660004,126.029999,38.57,87.18,13.14,52.34,30.870001,85.269997,29.389999,71.040001,37.98,52.360001,138.149994,28.216318,67.529999,252.460007,106.800003,129.190002
3/10/2016,1989.569946,25.2925,52.049999,558.929993,107.32,41.035999,732.169983,712.820007,138.619995,107.139999,58.610001,70.220001,31.68,122.089996,97.360001,82.279999,97.040001,125.889999,38.490002,86.889999,13.27,52.32,31.25,84.849998,29.184999,70.699997,38.310001,53.040001,137.960007,28.074003,67.410004,251.660004,105.93,128.660004
3/11/2016,2022.189941,25.565001,53.07,569.609985,109.410004,41.5,744.869995,726.820007,140.649994,107.709999,59.34,71.629997,32.220001,125.099998,97.660004,81.75,97.940002,128.460007,39.490002,88.580002,13.79,52.529999,31.76,86,29.58,71.629997,38.360001,53.200001,140.220001,28.937382,67.169998,256.549988,108.199997,127.360001
3/14/2016,2019.640015,25.629999,53.169998,573.369995,109.889999,43.029999,750.23999,730.48999,139.720001,107.660004,59.119999,71.489998,32.299999,125.220001,98.129997,81.169998,98.809998,128.839996,39.380001,88.870003,13.64,52.540001,31.43,87.010002,29.615,72.220001,38.32,53.080002,139.770004,28.557875,67.360001,255.630005,107.919998,127.760002
3/15/2016,2015.930054,26.145,53.59,577.02002,110.669998,43.667999,750.570007,728.330017,140.399994,107.760002,59.200001,71.910004,32.139999,124.849998,97.860001,81.309998,98.239998,129.710007,39.27,89.360001,13.57,52.669998,31.65,86.830002,29.700001,71.699997,38.52,52.419998,138.259995,28.026566,68.089996,253.919998,106.239998,127.879997
3/16/2016,2027.219971,26.4925,54.349998,574.27002,112.18,44.386002,757.359985,736.090027,139.830002,107.410004,58.919998,72.370003,33.099998,124.900002,99.349998,81.339996,98.440002,130.449997,39.84,90.010002,13.31,53.209999,31.690001,88.169998,29.955,72.730003,38.77,51.939999,139.080002,27.552181,67.989998,256.649994,106.989998,128.259995
3/17/2016,2040.589966,26.450001,54.66,559.440002,111.019997,45.276001,758.47998,737.780029,142.399994,106.739998,58.75,73.139999,32.82,124.529999,99.720001,82.75,99.599998,130.880005,39.93,91.410004,13.4,53.630001,31.98,89.959999,30.375,72.720001,39.119999,51.529999,138.25,27.836813,67.449997,259.26001,108.629997,128.789993
3/18/2016,2049.580078,26.48,53.490002,552.080017,111.449997,46.548,755.409973,737.599976,142.160004,107.5,60.48,73.779999,33.810001,126.720001,101.120003,83.150002,99.199997,131.350006,39.41,92.309998,13.79,53.240002,32.68,93.419998,29.879999,72.650002,38.560001,52.25,140,27.941177,66.949997,259.700012,109.610001,129.059998
3/21/2016,2051.600098,26.477501,53.860001,553.97998,111.849998,47.664001,762.159973,742.090027,142.130005,107.279999,60.459999,73.769997,33.91,126.739998,101.059998,83.32,98.459999,131.009995,41.139999,92.349998,13.84,53.439999,32.34,92.5,29.92,72.25,38.919998,52.799999,139.630005,28.529411,67.970001,259.829987,109.349998,128.070007
3/22/2016,2049.800049,26.68,54.07,560.47998,112.25,46.848,760.049988,740.75,142.179993,107.379997,60.240002,72.959999,33.849998,128.020004,99.839996,82.739998,97.580002,130.589996,41.32,91.760002,13.76,53.209999,32.32,92.559998,29.934999,72.849998,38.630001,53.029999,138.850006,28.82353,67.870003,259.809998,109.220001,128.039993
3/23/2016,2036.709961,26.532499,53.970001,569.630005,112.540001,44.515999,757.559998,738.059998,140.960007,108.5,59.939999,73.910004,34.43,129.789993,99.589996,82.82,96.830002,130.220001,40.52,92.129997,13.62,52.91,32,92.160004,29.625,71.779999,38.540001,53.080002,138.820007,28.643263,67.459999,256.700012,106.879997,129.490005
3/24/2016,2035.939941,26.4175,54.209999,582.950012,113.050003,45.549999,754.840027,735.299988,140.110001,108.309998,59.48,74.139999,34.48,128.589996,98.360001,82.889999,97.220001,130.460007,38.919998,91.910004,13.68,53.560001,31.879999,92.519997,30.004999,72.440002,38.880001,53.07,139.020004,28.5389,68,256.910004,107.199997,129.539993
3/28/2016,2037.050049,26.297501,53.540001,579.869995,113.690002,46.051998,753.280029,733.530029,141.289993,108.230003,59.400002,74.080002,34.830002,128.919998,101.209999,82.620003,98.089996,131.080002,38.740002,91.239998,13.62,53.400002,31.9,92.400002,30.045,71.949997,39.07,52.830002,138.529999,28.254269,68.120003,257.880005,107.330002,129.710007
3/29/2016,2055.01001,26.92,54.709999,593.859985,116.139999,46.026001,765.890015,744.77002,141.899994,109.139999,59.029999,75.379997,35.389999,129.830002,104.129997,82.800003,98.160004,132.470001,39.529999,92.779999,13.42,54.049999,32.380001,93.220001,30.375,72.300003,39.450001,53.32,140.149994,28.510437,68.029999,262.649994,110.309998,131.070007
3/30/2016,2063.949951,27.389999,55.049999,598.690002,114.699997,45.377998,768.340027,750.530029,142.460007,108.980003,59.709999,76.779999,35.759998,129.679993,102.190002,82.68,98.910004,133.419998,39.040001,93.809998,13.48,54.040001,32.709999,93.779999,30.4,74.300003,39.369999,53.220001,140.789993,28.529411,68.800003,262.589996,110.32,129.690002
3/31/2016,2059.73999,27.247499,55.23,593.640015,114.099998,45.953999,762.900024,744.950012,141.880005,108.199997,59.220001,76.480003,35.630001,128.899994,102.230003,82.309998,99.309998,133.429993,38.599998,94.5,13.52,54.080002,32.349998,93.800003,30.540001,73.830002,39.169998,52.91,141.589996,28.121443,68.489998,262.720001,110.629997,130.610001
4/1/2016,2072.780029,27.497499,55.57,598.5,116.059998,47.518002,769.669983,749.909973,143.789993,109.190002,59.869999,77.589996,36.150002,129.919998,105.699997,83.529999,99.07,134.850006,39.400002,95.870003,13.56,54.009998,32.450001,95.160004,30.934999,75.730003,39.049999,53.700001,142.669998,28.500948,69.059998,264.190002,111.120003,130.679993
4/4/2016,2066.129883,27.780001,55.43,593.190002,112.550003,49.397999,765.119995,745.289978,143.220001,108.589996,59.200001,77.830002,35.799999,129.490005,104.349998,83.209999,98.68,134.850006,38.790001,95.050003,13.51,54.419998,32,94.5,30.715,75.690002,39.360001,54.400002,144.050003,29.146111,69.099998,261.429993,110.190002,130.759995
4/5/2016,2045.170044,27.452499,54.560001,586.140015,112.220001,51.094002,758.570007,737.799988,141.199997,108.949997,58.360001,76.970001,35.75,127.040001,104.940002,83.160004,97,134.580002,38.549999,94.349998,13.19,54.09,31.9,94.169998,30.565001,74.580002,39.189999,54.240002,141.380005,29.753321,68.639999,258.779999,108.940002,132.190002
4/6/2016,2066.659912,27.74,55.119999,602.080017,113.709999,53.084,768.070007,745.690002,141.699997,109.419998,58.810001,78.209999,35.799999,128.029999,104.830002,83.809998,97.480003,135.440002,39.16,94.75,13.27,53.52,32.080002,95.400002,31.1,75.580002,38.639999,55.630001,145.110001,31.242884,69.040001,261.369995,110.169998,131.229996
4/7/2016,2041.910034,27.135,54.459999,591.429993,113.639999,51.439999,760.119995,740.280029,140.809998,109.269997,57.32,77.580002,35.43,126.870003,104.449997,83.239998,96.160004,133.869995,38.279999,93.510002,12.85,52,31.549999,93.779999,30.700001,75.32,38.59,55.419998,142.050003,31.081594,68.220001,257.959991,108.68,132.850006
4/8/2016,2047.599976,27.165001,54.419998,594.599976,110.629997,50.014,759.469971,739.150024,141.059998,109.099998,57.740002,78.029999,35.66,125.68,103.809998,83.199997,96.419998,133.619995,38.41,93.790001,12.88,52.18,31.629999,94.07,30.799999,74.849998,38.5,55.360001,142.210007,30.834915,68.059998,259.570007,109.110001,132.009995
4/11/2016,2041.98999,27.254999,54.310001,595.929993,108.989998,49.984001,757.539978,736.099976,140.990005,108.970001,58.200001,77.82,35.880001,126.330002,102.68,82.730003,96.269997,133.009995,38.060001,93.470001,12.97,51.610001,31.67,92.949997,30.719999,74.160004,38.389999,55.049999,141.660004,30.256166,67.400002,259.100006,108.769997,131.839996
4/12/2016,2061.719971,27.610001,54.650002,603.169983,110.610001,49.563999,764.320007,743.090027,142.399994,109.599998,59.279999,78.519997,35.84,126.800003,106.980003,82.830002,97.349998,134.380005,37.799999,93.860001,13.27,51.950001,31.860001,93.419998,30.860001,74.269997,38.669998,55.34,142.429993,30.32258,68.800003,261.980011,109.940002,130.929993
4/13/2016,2082.419922,28.01,55.349998,614.820007,110.510002,50.905998,771.909973,751.719971,144.039993,109.870003,61.790001,79.709999,36.740002,127.760002,109.650002,82.459999,99.480003,133.839996,38.790001,95.75,13.79,51.290001,32.130001,94.529999,30.975,75.949997,38.25,55.959999,145.050003,30.872866,69.150002,266.339996,112.309998,131.389999
4/14/2016,2082.780029,28.025,55.360001,620.75,110.839996,50.372002,775.390015,753.200012,143.720001,109.839996,62.59,80.330002,36.84,127.980003,110.419998,82.010002,98.629997,134.369995,38.639999,96.169998,14.14,51.360001,31.799999,94.440002,30.92,76.150002,38.419998,56.450001,144.619995,30.97723,68.800003,265.290009,112.169998,130.759995
4/15/2016,2080.72998,27.4625,55.650002,625.890015,109.639999,50.902,780,759,143.449997,110.18,61.869999,80.080002,37.130001,127.330002,111.510002,82.300003,98.589996,135.009995,38.580002,96.68,14,51.349998,31.459999,95.160004,30.985001,76.309998,38.48,56.139999,145.339996,30.834915,69.059998,266.450012,112.449997,131.880005
4/18/2016,2094.340088,26.870001,56.459999,635.349976,110.449997,50.776001,787.679993,766.609985,144.380005,110.93,62.27,81.449997,36.970001,127.809998,108.400002,82.830002,101.480003,136.800003,39.639999,97.669998,14.17,51.73,31.65,96.550003,31.24,77.269997,38.650002,56.509998,146.470001,30.93928,69.860001,267.619995,113.300003,131.309998
4/19/2016,2100.800049,26.727501,56.389999,627.900024,112.290001,49.473999,776.25,753.929993,145.949997,112.68,63.32,80.75,36.310001,130.5,94.339996,83.279999,102.639999,135.440002,39.240002,97.239998,14.45,52.080002,31.6,96.519997,31.139999,76.190002,38.919998,56.860001,145.589996,31.204933,69.769997,268.609985,113.389999,130.899994
4/20/2016,2102.399902,26.782499,55.59,632.98999,112.419998,49.993999,774.919983,752.669983,146.089996,113.580002,64.239998,81.150002,36.450001,133.929993,96.769997,81.550003,103.269997,135.190002,40.080002,97.900002,14.93,51.75,32,96.330002,30.73,76.139999,38.720001,56.580002,146.440002,31.527514,69.209999,268.76001,113.559998,129.460007
4/21/2016,2091.47998,26.4925,55.779999,631,113.440002,49.658001,780,759.140015,144.860001,113.57,63.599998,80.790001,36.41,132.960007,94.980003,80.800003,102.910004,134.600006,40.099998,97.540001,14.9,50.029999,31.969999,96.370003,30.469999,77.150002,37.860001,56.599998,147.350006,31.537003,68.470001,266.410004,112.989998,128.690002
4/22/2016,2091.580078,26.42,51.779999,620.5,110.559998,50.75,737.77002,718.77002,146.110001,113.32,63.970001,79.110001,36.27,134.130005,95.900002,80.949997,103.769997,135.660004,40.310001,97.449997,15.11,50.549999,31.639999,94.790001,30.549999,76.480003,38.07,56.740002,146.850006,31.565464,68.720001,268.700012,114.110001,128.360001
4/25/2016,2087.790039,26.27,52.110001,626.200012,110.099998,50.363998,742.210022,723.150024,146.179993,113.510002,63.599998,78.139999,36.450001,133.779999,93.559998,81.410004,104.57,135.649994,39.82,96.980003,14.96,50.759998,31.389999,95.800003,30.5,76.510002,38.209999,56.220001,146.559998,31.508539,69.470001,267.269989,113.300003,127.830002
4/26/2016,2091.699951,26.0875,51.439999,616.880005,108.760002,50.748001,725.369995,708.140015,147.020004,112.910004,63.93,78.529999,36.48,134.240005,92.43,79.550003,104.889999,135.339996,39.73,97.269997,15.09,50.439999,31.4,96.150002,30.525,76.209999,38.09,56.040001,145.610001,31.356737,69.300003,269.519989,114.410004,127.25
4/27/2016,2095.149902,24.455,50.939999,606.570007,108.889999,50.293999,721.460022,705.840027,147.600006,112.769997,64.110001,78.760002,37.310001,132.800003,91.040001,79.889999,105.279999,135.75,40.009998,98.379997,15.02,51.689999,31.75,95.639999,30.65,75.690002,38.720001,56.310001,147.139999,31.309298,69.419998,270.890015,114.809998,128.520004
4/28/2016,2075.810059,23.7075,49.900002,602,116.730003,49.542,705.059998,691.02002,146.070007,112.480003,63.599998,77.68,36.200001,132.070007,90.279999,79.760002,104.029999,132.729996,40.07,97.18,14.79,51.02,31.110001,93.639999,30.575001,75.379997,38.639999,55.740002,145.320007,31.223909,68.910004,267.350006,113.5,129.050003
4/29/2016,2065.300049,23.434999,49.869999,659.590027,117.580002,48.152,707.880005,693.01001,145.479996,112.080002,63.200001,77.239998,35.529999,131.679993,90.029999,80.120003,103.260002,133.889999,39.18,96.989998,14.56,50.939999,30.280001,94.220001,30.379999,75.800003,38.82,54.84,144.25,31.034155,66.870003,265.850006,112.480003,129.380005
5/2/2016,2081.429932,23.41,50.610001,683.849976,118.57,48.360001,714.409973,698.210022,146.889999,112.75,63.790001,78.459999,36,132.100006,93.110001,80.970001,104.360001,136.050003,39.02,97.769997,14.77,51.32,30.610001,94.900002,30.615,77.25,39.099998,55.299999,146.5,31.119545,67.589996,268.299988,113.480003,127.82
5/3/2016,2063.370117,23.795,49.779999,671.320007,117.43,46.464001,708.440002,692.359985,144.830002,112.690002,62.560001,77.190002,35.57,132.460007,91.540001,81.099998,103.779999,134.539993,38.360001,96.449997,14.36,50.68,30.360001,93.660004,30.475,74.900002,38.91,55.080002,144.869995,31.973434,67,264.529999,111.620003,129.429993
5/4/2016,2051.120117,23.547501,49.869999,670.900024,118.059998,44.512001,711.369995,695.700012,144.240005,112.220001,61.57,77.07,34.759998,132.029999,90.790001,81.599998,103.669998,135.160004,38.310001,96.25,14.13,50.84,29.85,92.940002,30.445,73.989998,38.880001,54.810001,144.550003,31.688805,67.190002,263.410004,110.699997,130.139999
5/5/2016,2050.629883,23.309999,49.939999,659.090027,117.809998,42.306,714.710022,701.429993,143.880005,112.879997,61.240002,77.360001,34.970001,132.309998,89.370003,81.300003,104.93,134.669998,38.950001,96.190002,14.05,50.84,29.9,93.5,30.525,73.809998,38.740002,54.09,145.139999,31.850096,67.209999,263.23999,110.260002,131.009995
5/6/2016,2057.139893,23.18,50.389999,673.950012,119.489998,42.986,725.179993,711.119995,144.619995,112.739998,61.599998,77.720001,35.330002,132.039993,90.839996,82.129997,105.540001,135.699997,39.48,96.68,14.11,51.119999,30.040001,94.300003,30.709999,74.25,38.990002,53.599998,146.970001,31.859583,68.25,264.459991,110.910004,130.449997
5/9/2016,2058.689941,23.1975,50.07,679.75,119.239998,41.784,729.130005,712.900024,142.910004,113.720001,61.209999,78.220001,35.279999,132.669998,90.540001,82.120003,105.339996,136.240005,39.619999,96.720001,13.99,51.080002,29.799999,94.610001,30.709999,74.620003,38.860001,54.099998,147.460007,32.087288,68.949997,264.399994,111.230003,130.860001
5/10/2016,2084.389893,23.355,51.02,703.070007,120.5,41.737999,739.380005,723.179993,144.779999,114.669998,62.040001,79.199997,35.959999,133.570007,92.889999,82.480003,106.599998,137.509995,40.110001,97.639999,14.3,51.540001,30.139999,96.519997,31.32,75.919998,39.310001,54.68,148.830002,32.06831,68.790001,267.529999,112.349998,130.869995
5/11/2016,2064.459961,23.127501,51.049999,713.22998,119.519997,41.792,730.549988,715.289978,142.869995,114.370003,61.810001,77.300003,36.060001,130.690002,90.019997,82.150002,102.290001,134.300003,39.709999,96.410004,14.2,51.150002,30.059999,96.099998,31.035,75.790001,39.18,54.310001,147.970001,31.4611,66.410004,264.899994,110.959999,131.610001
5/12/2016,2064.110107,22.584999,51.509998,717.929993,120.279999,41.456001,728.070007,713.309998,143.309998,114.230003,61.77,77.889999,35.57,129.740005,87.739998,82.410004,101.709999,134.190002,39.509998,95.849998,14.14,51.470001,29.76,95.959999,31.129999,75.889999,39.549999,54.119999,148.919998,31.489563,66.849998,264.809998,110.370003,131.009995
5/13/2016,2046.609985,22.629999,51.080002,709.919983,119.809998,41.521999,724.830017,710.830017,141.399994,113.559998,61.200001,76.830002,40.98,129,87.879997,81.230003,100.519997,133.130005,39.48,95.360001,13.88,50.939999,29.91,95.970001,30.92,76.370003,39.150002,53.880001,147.889999,31.489563,64.940002,262.179993,109.639999,132.279999
5/16/2016,2066.659912,23.469999,51.830002,710.659973,118.669998,41.658001,730.299988,716.48999,141.850006,114.440002,61.66,77.800003,42.189999,130.639999,89.120003,81.629997,100.360001,135.339996,39.299999,96.150002,13.93,51.23,30.389999,97.230003,31,77.309998,39.279999,54.650002,150.240005,31.669828,66.019997,264.929993,111.029999,131.139999
5/17/2016,2047.209961,23.372499,50.509998,695.27002,117.349998,40.931999,720.190002,706.22998,140.339996,113.830002,61.66,76.790001,42.279999,129.559998,88.629997,80.620003,99.940002,132,39.064999,95.599998,14.01,50.900002,29.98,95.93,30.215,76.769997,39.110001,54.32,148.820007,31.337761,65.099998,262.059998,109.269997,131.360001
5/18/2016,2047.630005,23.639999,50.810001,697.450012,117.650002,42.234001,721.780029,706.630005,141.470001,113.589996,64.040001,77.43,43.360001,130.509995,90.5,79.849998,99,131.770004,38.98,95.629997,14.69,50.389999,29.99,96.699997,30.190001,77.870003,38.450001,54.669998,150.110001,31.470589,63.150002,261.450012,109.839996,129.490005
